madb_1_title,madb_1_ruby,madb_2_title,madb_2_ruby,animedb_title,animedb_ruby,madb_id,madb_uri
キューティーハニーF,キューティーハニーフラッシュ,キューティーハニーF,キューティーハニーフラッシュ,キューティーハニーF,キューティーハニーフラッシュ,ANS000337100,http://mediaarts-db.jp/an/anime_series/5938
忍たま乱太郎 忍たま乱太郎の自転車安全教室,ニンタマランタロウ　ニンタマランタロウノジテンシャアンゼンキョウシツ,忍たま乱太郎 忍たま乱太郎の自転車安全教室,ニンタマランタロウ　ニンタマランタロウノジテンシャアンゼンキョウシツ,忍たま乱太郎 忍たま乱太郎の自転車安全教室,ニンタマランタロウ ニンタマランタロウノジテンシャアンゼンキョウシツ,ANS000336900,http://mediaarts-db.jp/an/anime_series/5934
さるカニ合戦 いじめっこザルと正直カニさん,サルカニガッゼン イジメッコザルトショウジキカニサン,さるカニ合戦 いじめっこザルと正直カニさん,サルカニガッゼン イジメッコザルトショウジキカニサン,さるカニ合戦 いじめっこザルと正直カニさん,サルカニガッゼン イジメッコザルトショウジキカニサン,ANS000337300,http://mediaarts-db.jp/an/anime_series/5942
ケロケロちゃいむ,ケロケロチャイム,ケロケロちゃいむ,ケロケロチャイム,ケロケロちゃいむ,ケロケロチャイム,ANS000338600,http://mediaarts-db.jp/an/anime_series/5970
ザ★ドラえもんズ 怪盗ドラパン 謎の挑戦状!,ザ・ドラエモンズ カイトウドラパン ナゾノチョウセンジョウ!,ザ★ドラえもんズ 怪盗ドラパン 謎の挑戦状!,ザ・ドラエモンズ カイトウドラパン ナゾノチョウセンジョウ!,ザ★ドラえもんズ 怪盗ドラパン 謎の挑戦状!,ザ ドラエモンズ カイトウドラパン ナゾノチョウセンジョウ,ANS000337800,http://mediaarts-db.jp/an/anime_series/5952
ドラえもん のび太のねじ巻き都市冒険記,ドラエモン ノビタノネジマキシティボウケンキ,ドラえもん のび太のねじ巻き都市冒険記,ドラエモン ノビタノネジマキシティボウケンキ,ドラえもん のび太のねじ巻き都市冒険記,ドラエモン ノビタノネジマキシティボウケンキ,ANS000338000,http://mediaarts-db.jp/an/anime_series/5956
地獄先生ぬ～べ～ 午前0時ぬ～べ～死す!,ジゴクセンセイヌーベー ゴゼンレイジヌーベーシス,地獄先生ぬ～べ～ 午前0時ぬ～べ～死す!,ジゴクセンセイヌーベー ゴゼンレイジヌーベーシス,地獄先生ぬ～べ～ 午前0時ぬ～べ～死す!,ジゴクセンセイヌーベー ゴゼンレイジヌーベーシス,ANS000337900,http://mediaarts-db.jp/an/anime_series/5954
ゲゲゲの鬼太郎 おばけナイター,ゲゲゲノキタロウ オバケナイター,ゲゲゲの鬼太郎 おばけナイター,ゲゲゲノキタロウ オバケナイター,ゲゲゲの鬼太郎 おばけナイター,ゲゲゲノキタロウ オバケナイター,ANS000337700,http://mediaarts-db.jp/an/anime_series/5950
花より男子,ハナヨリダンゴ,花より男子,ハナヨリダンゴ,花より男子,ハナヨリダンゴ,ANS000338100,http://mediaarts-db.jp/an/anime_series/5958
DREAM TRAVEL,ドリーム　トラベル,DREAM TRAVEL,ドリーム　トラベル,DREAM TRAVEL,ドリーム トラベル,ANS000834500,http://mediaarts-db.jp/an/anime_series/13236
工業哀歌バレーボーイズ,コウギョウアイカバレーボーイズ,工業哀歌バレーボーイズ,コウギョウアイカバレーボーイズ,工業哀歌バレーボーイズ,コウギョウアイカバレーボーイズ,ANS000349100,http://mediaarts-db.jp/an/anime_series/6154
秀逸ビデオシリーズ,シュウイツビデオシリーズ,秀逸ビデオシリーズ,シュウイツビデオシリーズ,秀逸ビデオシリーズ,シュウイツビデオシリーズ,ANS000349200,http://mediaarts-db.jp/an/anime_series/6156
魔法学園LUNAR! 青い竜の秘密 ―すっぽこ魔法作戦―,マホウガクエンルナ！　アオイリュウノヒミツ　―スッポコマホウサクセン―,魔法学園LUNAR! 青い竜の秘密 ―すっぽこ魔法作戦―,マホウガクエンルナ！　アオイリュウノヒミツ　―スッポコマホウサクセン―,魔法学園LUNAR! 青い竜の秘密 ―すっぽこ魔法作戦―,マホウガクエンルナ アオイリュウノヒミツ スッポコマホウサクセン,ANS000338400,http://mediaarts-db.jp/an/anime_series/5966
新世紀エヴァンゲリオン劇場版 ［シト新生］,シンセイキエヴァンゲリオン　ゲキジョウバン　シトシンセイ,新世紀エヴァンゲリオン劇場版 ［シト新生］,シンセイキエヴァンゲリオン　ゲキジョウバン　シトシンセイ,新世紀エヴァンゲリオン劇場版 シト新生,シンセイキエヴァンゲリオン ゲキジョウバン シトシンセイ,ANS000338300,http://mediaarts-db.jp/an/anime_series/5962
THE DOG OF FLANDERS,ザ　ドッグ　オブ　フレンダーズ,THE DOG OF FLANDERS,ザ　ドッグ　オブ　フレンダーズ,THE DOG OF FLANDERS,ザ ドッグ オブ フレンダーズ,ANS000338200,http://mediaarts-db.jp/an/anime_series/5960
二匹の猫と元気な家族,ニヒキノネコトゲンキナカゾク,二匹の猫と元気な家族,ニヒキノネコトゲンキナカゾク,二匹の猫と元気な家族,ニヒキノネコトゲンキナカゾク,ANS000337400,http://mediaarts-db.jp/an/anime_series/5944
VAMPIRE HUNTER The Animated Series,ヴァンパイアハンター　ジ　アニメイテッドシリーズ,VAMPIRE HUNTER The Animated Series,ヴァンパイアハンター　ジ　アニメイテッドシリーズ,VAMPIRE HUNTER The Animated Series,ヴァンパイアハンター ジ アニメイテッドシリーズ,ANS000349300,http://mediaarts-db.jp/an/anime_series/6158
鬼神童子ZENKI外伝 黯鬼奇譚,キシンドウジゼンキガイデン　アンキキタン,鬼神童子ZENKI外伝 黯鬼奇譚,キシンドウジゼンキガイデン　アンキキタン,鬼神童子ZENKI外伝 黯鬼奇譚,キシンドウジゼンキガイデン アンキキタン,ANS000349500,http://mediaarts-db.jp/an/anime_series/6162
神秘の世界エルハザード2,シンピノセカイエルハザード２,神秘の世界エルハザード2,シンピノセカイエルハザード２,神秘の世界エルハザード2,シンピノセカイエルハザードツー,ANS000349400,http://mediaarts-db.jp/an/anime_series/6160
HEN,ヘン,HEN,ヘン,HEN,ヘン,ANS000349600,http://mediaarts-db.jp/an/anime_series/6164
Wｉsh［OP・EDフィルム］,ウィッシュ,Wｉsh［OP・EDフィルム］,ウィッシュ,Wish,ウィッシュ,ANS000337500,http://mediaarts-db.jp/an/anime_series/5946
ジャングルDEいこう!,ジャングルデイコウ,ジャングルDEいこう!,ジャングルデイコウ,ジャングルDEいこう!,ジャングルデイコウ,ANS000349700,http://mediaarts-db.jp/an/anime_series/6166
アイドル・プロジェクト[第2期],アイドル・プロジェクト[第2期],アイドル・プロジェクト[第2期],アイドル・プロジェクト[第2期],アイドル・プロジェクト,アイドル プロジェクト,ANS000349800,http://mediaarts-db.jp/an/anime_series/6168
瓜っこ姫とアマンジャク,ウリッコヒメ ト アマンジャク,瓜っこ姫とアマンジャク,ウリッコヒメ ト アマンジャク,瓜っこ姫とアマンジャク,ウリッコヒメ ト アマンジャク,ANS000337600,http://mediaarts-db.jp/an/anime_series/5948
機関車先生,キカンシャセンセイ,機関車先生,キカンシャセンセイ,機関車先生,キカンシャセンセイ,ANS000338500,http://mediaarts-db.jp/an/anime_series/5968
ネバーギブアップ,ネバーギブアップ,ネバーギブアップ,ネバーギブアップ,ネバーギブアップ,ネバーギブアップ,ANS000337200,http://mediaarts-db.jp/an/anime_series/5940
手塚治虫の 旧約聖書物語 In The Beginning,テヅカオサムノキュウヤクセイショモノガタリ　イン　ザ　ビギニング,手塚治虫の 旧約聖書物語 In The Beginning,テヅカオサムノキュウヤクセイショモノガタリ　イン　ザ　ビギニング,手塚治虫の 旧約聖書物語 In The Beginning,テヅカオサムノキュウヤクセイショモノガタリ イン ザ ビギニング,ANS000339600,http://mediaarts-db.jp/an/anime_series/5988
アニメ DE ダウンタウン物語,アニメデダウンタウンモノガタリ,アニメ DE ダウンタウン物語,アニメデダウンタウンモノガタリ,アニメ DE ダウンタウン物語,アニメデダウンタウンモノガタリ,ANS000341000,http://mediaarts-db.jp/an/anime_series/6016
あずきちゃん[第3期],アズキ　チャン,あずきちゃん[第3期],アズキ　チャン,あずきちゃん,アズキ チャン,ANS000834600,http://mediaarts-db.jp/an/anime_series/13238
ポケットモンスター,ポケットモンスター,ポケットモンスター,ポケットモンスター,ポケットモンスター,ポケットモンスター,ANS000339700,http://mediaarts-db.jp/an/anime_series/5990
新 天地無用!,シン　テンチムヨウ!,新 天地無用!,シン　テンチムヨウ!,新 天地無用!,シン テンチムヨウ,ANS000339500,http://mediaarts-db.jp/an/anime_series/5986
超特急ヒカリアン JAPAN HIKARIAN RAILROAD,チョウトッキュウヒカリアン　ジャパン　ヒカリアン　レールロード,超特急ヒカリアン JAPAN HIKARIAN RAILROAD,チョウトッキュウヒカリアン　ジャパン　ヒカリアン　レールロード,超特急ヒカリアン JAPAN HIKARIAN RAILROAD,チョウトッキュウヒカリアン ジャパン ヒカリアン レールロード,ANS000340000,http://mediaarts-db.jp/an/anime_series/5996
スーパーフィッシング グランダー武蔵,スーパーフィッシンググランダームサシ,スーパーフィッシング グランダー武蔵,スーパーフィッシンググランダームサシ,スーパーフィッシング グランダー武蔵,スーパーフィッシンググランダームサシ,ANS000339900,http://mediaarts-db.jp/an/anime_series/5994
少女革命ウテナ,ショウジョカクメイウテナ,少女革命ウテナ,ショウジョカクメイウテナ,少女革命ウテナ,ショウジョカクメイウテナ,ANS000339800,http://mediaarts-db.jp/an/anime_series/5992
HAUNTED じゃんくしょん,ホーンテッドジャンクション,HAUNTED じゃんくしょん,ホーンテッドジャンクション,HAUNTED じゃんくしょん,ホーンテッドジャンクション,ANS000340100,http://mediaarts-db.jp/an/anime_series/5998
MAZE★爆熱時空,メイズ★バクネツジクウ,MAZE★爆熱時空,メイズ★バクネツジクウ,MAZE★爆熱時空,メイズ バクネツジクウ,ANS000340200,http://mediaarts-db.jp/an/anime_series/6000
忍たま乱太郎 忍たま乱太郎の消防隊,ニンタマランタロウ　ニンタマランタロウノショウボウタイ,忍たま乱太郎 忍たま乱太郎の消防隊,ニンタマランタロウ　ニンタマランタロウノショウボウタイ,忍たま乱太郎 忍たま乱太郎の消防隊,ニンタマランタロウ ニンタマランタロウノショウボウタイ,ANS000338700,http://mediaarts-db.jp/an/anime_series/5972
バンブー・ベアーズ,バンブー・ベアーズ,バンブー・ベアーズ,バンブー・ベアーズ,バンブー・ベアーズ,バンブー ベアーズ,ANS000341100,http://mediaarts-db.jp/an/anime_series/6018
スレイヤーズTRY,スレイヤーズトライ,スレイヤーズTRY,スレイヤーズトライ,スレイヤーズTRY,スレイヤーズトライ,ANS000340300,http://mediaarts-db.jp/an/anime_series/6002
はいぱーぽりす,ハイパーポリス,はいぱーぽりす,ハイパーポリス,はいぱーぽりす,ハイパーポリス,ANS000340400,http://mediaarts-db.jp/an/anime_series/6004
スプーンひめのスイングキッチン,スプーンヒメノスイングキッチン,スプーンひめのスイングキッチン,スプーンヒメノスイングキッチン,スプーンひめのスイングキッチン,スプーンヒメノスイングキッチン,ANS000341200,http://mediaarts-db.jp/an/anime_series/6020
アニメ ブルーナの絵本[新],アニメ　ブルーナノエホン,アニメ ブルーナの絵本[新],アニメ　ブルーナノエホン,ブルーナの おはなしえほん,アニメ ブルーナノエホン,ANS000834800,http://mediaarts-db.jp/an/anime_series/13242
いないいないばあっ![第2期],イナイ　イナイ　バアッ！,いないいないばあっ![第2期],イナイ　イナイ　バアッ！,いない いない ばあっ!,イナイ イナイ バアッ,ANS000834900,http://mediaarts-db.jp/an/anime_series/13244
